created_at,username,text,tweet_id
2025-05-07T15:25:46+00:14,8.41384E+17,@GudrunThurber @atensnut Seriously dip💩if Trump was involved in any of Epstein parties etc those files would’ve been released &amp; Epstein would still be alive bc they’d want him to testify against Trump. The sheer fact he’s dead &amp; files aren’t released tells you all you need to know,1.92018E+18
2025-05-07T14:24:45+00:14,1.59963E+18,@bennyjohnson And the corruption of the Trump administration just keeps getting deeper and deeper Trump was one of Epstein's biggest clients!!,1.92018E+18
2025-05-07T13:23:45+00:14,1.90426E+18,89 Trump Pedophile Epstein https://t.co/WfJOzTJnTD,1.92018E+18
2025-05-07T18:28:50+00:15,1.58656E+18,"@realshawnmchugh @bennyjohnson was jeffrey epstein an ""illegal""?.",1.92018E+18
2025-05-07T17:27:49+00:15,1.90426E+18,88 Trump Pedophile Epstein https://t.co/WfJOzTJnTD,1.92018E+18
2025-05-07T16:26:46+00:15,9.25214E+17,@bennyjohnson The same FBI director that has had Epstein’s client list for months and arrested nobody. His words are hollow.,1.92018E+18
2025-05-07T15:25:46+00:15,1.32513E+18,"@MJTruthUltra So, don’t we already know the Epstein files are being suppressed? Nothing new about that.",1.92018E+18
2025-05-07T14:24:45+00:15,1.67481E+18,"There is something strange going on with James O'Keefe, Pam Bondi and Epstein.  O'Keefe makes his announcement, Alex Jones is saying it has to do with someone in the Trump admin covering for Epstein, he believes this somebody to be AG Pam Bondi.  We now have Pam Bondi giving this",1.92018E+18
2025-05-07T13:23:45+00:15,1.90093E+18,@leonardaisfunE I bet Dave to this day is still best friends with Epstein.,1.92018E+18
2025-05-07T18:28:50+00:16,1.14789E+18,Epstein really didn’t kill himself https://t.co/89Vj0ggVEj,1.92018E+18
2025-05-07T17:27:49+00:16,1.90024E+18,"@ggreenwald The no answer is the only answer , Epstein was a free lancer . He had dirt on thousands for thousands .",1.92018E+18
2025-05-07T16:26:46+00:16,1.86594E+18,@MattWallace888 Wait a minute wait A MINUTE… what happened to the Epstein list?,1.92018E+18
2025-05-07T15:25:46+00:16,1.90426E+18,87 Trump Pedophile Epstein https://t.co/WfJOzTJnTD,1.92018E+18
